date,hour,activity,workout,keywords,time,i0,i1,i2,i3,i4,i5,distance(km),climb(m),intensity,t-intensity,ahr,mhr,controls,spiked,rhr,sleep,weight(kg),injured,sick,restday,shoes,route,description,private note
2013-03-28,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"Menin avannolle, mutta pukkarin siivous oli päälle. En rohjennut vaihtaa laiturilla.",
2013-03-29,9,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,,
2013-03-29,,cycling,,,00:50:00,,,,00:50:00,,,18.0,,3.0,,,,,,,,,,,,Bullitt cargo,,"Unton KAA tuntuman hakemista. Toiselle tulee hiki, toiselle uni. Win-win",
2013-03-30,19,Running,,,00:30:11,,,,00:30:11,,,5.252,83.0,3.0,,140,155,,,,,,,,,Lidl orange,,"Aloitin juoksuharjoittelun. IKRP:lle tuli ilmeisesti sama viesti jostain korkeammalta taholta. Otin uudet kengät käyttöön. Kuulemma on köyhät ajat tulossa, niin alan totuttaa jalkoja lidlin tuotteisiin.

<iframe src=""http://ubuntuone.com/3csgillyTgFbdDjq3lDiUC"" width=""525px"" height=""440px""></iframe>",
2013-03-30,10,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,,
2013-03-31,18,cycling,,,00:57:08,,,,00:57:08,,,18.014,175.0,3.0,,140,173,,,,,,,,,Bullitt cargo,,"Sijoituskohteiden katselua itäisen Helsingin rannoilla. Poika nukkui ja uudet renkaat pitivät kuin ferrarin pirellit.

<iframe src=""http://ubuntuone.com/6UtQlFxW6twlrrDRus5rQW"" width=""430px"" height=""563px""></iframe>",
2013-04-01,13,cycling,,,01:46:31,,,,01:46:31,,,34.334,471.0,3.0,,148,177,,,,,,,,,Bullitt cargo,,Sibboooseen kahville ja takasin. Menomatkalla oli vähän vastasta tuulta ja kaupunkipaineet kumeissa. Paluumatkalle pistin 5 baaria aika parani 10 min. Apukuskille vaihdettiin kuivat vaipat rahtareiden kiroillessa Söderkullan nesteellä. Iskä ajoi märällä vaipalla koko matkan. Hyvä treeni. Vain vähän jäätä.,
2013-04-02,,cycling,,,00:16:00,,,,00:16:00,,,18.0,,3.0,,,,,,,,,,,,Bullitt cargo,,"itiksessä käytiin ostoksilla. meni aika paljon pidempää, mutta laitoin vaan ylämäkiin puskemiseen käytetyn ajan. Jo Harri Kirvesniemi piti huippu-urheilijan merkkinä sitä, että sammuttaa kellon alamäessä. Nykypäivänä on sitten näitä ""urheilijoita"" joiden gps-käyristä näkee kusitauot yms.",
2013-04-03,9,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,,
2013-04-03,18,Running,,,00:43:56,,,,00:43:56,,,7.414,143.0,3.0,,,,,,,,,,,,Lidl orange,,"Fujitsu-miehen kanssa kauden avauslenkki. Hiljaa vedettiin, mutta koko ajan juostiin.",
2013-04-05,19,Running,,,00:47:59,,,,,00:47:59,,10.043,162.0,4.0,,,,,,,,,,,,Lidl orange,,"Juoksin kympin. Sykemittarin asetukset oli huonot, mutta syke oli vähän koholla. Kolmen kilometrin jälkeen reisilihaksissa alkoi sisäinen verenvuoto, joka yltyi loppua kohden. Portaiden nousu kolmanteen kerrokseen oli tuskainen. Jos olisin yksin kotona en uskaltaisi istua pöntölle. Tulee parin päivän juoksutauko. Positiivista että kipu sama molemmilla puolilla. Pari päivää seisomatyöskentelyä on auttanut orastavaan vanhaan jalkavaivaan.",
2013-04-05,9,winter swimming,,,00:00:02,,,,00:00:02,,,,,3.0,,,,,,,,,,,,,,,
2013-04-06,10,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,,
2013-04-06,10,cycling,,,00:45:00,,,,00:45:00,,,18.0,,3.0,,,,,,,,,,,,Bullitt cargo,,Asiointia unton kanssa. vedin koko ajan täysillä ja jeppe koisaili.,
2013-04-07,13,cycling,,,00:35:00,,,,00:35:00,,,15.0,,3.0,,,,,,,,,,,,Bullitt cargo,,Käytiin sukuloimassa ja vähä tykittelemässä kaupunnilla.,
2013-04-08,9,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,aurinko paisto ja pari senttiä tuoretta lunta. Niin oli vesi kirkasta ja kylmää!,
2013-04-09,18,Running,,,00:39:19,,,,00:39:19,,,7.496,79.0,3.0,,140,156,,,,,,,,,Mizuno Aero 9,,Piti juosta itikseen ja takaisin. saattoväestä puhkesi perillä rengas ja takasin tultiin metrolla ja pyörään kantaen. Melko painava on tavarafillari toimistotyöntekijälle kun raahausmatka lasketaan kilometreissä.,
2013-04-09,9,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,,
2013-04-10,10,winter swimming,,,00:00:01,,,,00:00:01,,,,,3.0,,,,,,,,,,,,,,,
2013-04-10,8,cycling,,,00:50:00,,,,00:50:00,,,21.0,,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Rossanossa välitys on 39*16, mutta sillä mentiin passihakemusta laittamaan vireille Malmille ja takaisin. Tämän päälle vielä rahtipyörälle se normi 10 kilsaa päivä päivältä lihova apukuljettaja mukana. Ei näitä merkkailla.",
2013-04-13,20,cycling,,,01:05:58,,,,00:50:58,00:15:00,,29.107,226.0,3.23,,147,172,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Hain biltemasta kolme sport-mallista ohjaintankoa. Asensin yhden Rossanon, pätkäsin hieman kapeammmaksi ja kiersin sisuskumesta tupit. Ja etulevariin vielä uusi kaapeli ja herkistely. Uskomaton lähiötykki. Kuvia luvassa kiinnostuneille. Alla yksi sport-ohjaustangosta.

<iframe src=""http://www.biltema.fi/ProductImages/27/medium/27-0002_m.jpg"" width=""400px"" height=""300px""></iframe>",
2013-04-14,10,cycling,,,01:00:00,,,01:00:00,,,,18.0,,2.0,,,,,,,,,,,,Bullitt cargo,,Kaks lenkkiä. Aamulla taas kumi hajos. Onneksi saatiin pakettiautolla kyyti takaisin. Illalla vähän kevyempää settiä. Uni ja hiki tuli entiseen tapaan.,
2013-04-19,17,Running,,,00:31:40,,,,00:31:40,,,6.531,113.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,valmisteleva lenkki sunnuntain kisaan,
2013-04-21,11,Orienteering,,,01:04:10,,,,,00:50:00,00:14:10,9.836,83.0,4.22,,,,,,,,,,,,VJ Bold -11,,"Kauden avaus Paraisilla. Fysiikka oli väkevää, keskittymisessä vähän hapuilua. Juoksu kivutonta ilman mitään outoja uupumuksia, joten menestyksekäs kausi tulossa. Pitää vaan aloittaa kohta treenaaminen.

http://suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=136",
2013-05-10,15,Running,,,00:28:00,,,,00:28:00,,,9.656,,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Juoksu Viikkiin hakemaan Rellu huollosta. Pari tuntia tämän jälkeen nuori mies kaasutti kohti rellulla alupallot välkkyen kohti kuumaa kesää 2013. Yksi onnellinen autonomistaja lisää ja yksi onneton vähemmän. Juoksu oli kamalaa.

Olen tehnyt vähän liikaa töitä viime viikot. Ja myös sairastellut.",
2013-05-12,14,cycling,,,01:55:00,,,,01:55:00,,,40.5,,3.0,,,,,,,,,,,,Bullitt cargo,,"Pojan ja velipojan kanssa lenkki Espooseen. Oli melko hyvä reissu. Mononen nukkui koko matkan kun Leppävaaran Shellin tupakkipaikalle otettiin yks päärynägeeli.

http://www.semperlastenruoka.fi/lastenruoka/hedelma-ja-marjasoseet/alkaen-4-kk/semper-eco-paarynaa-tayshedelmasose

",
2013-05-13,20,Running,,,00:53:25,,,,00:53:25,,,10.43,201.0,3.0,,142,156,,,,,,,,,Mizuno Aero 9,,tv-kevyt. kestävyysjuoksuharjoitus. taas ollaan pohjilla. juoksin hiljaa että kunto nousisi. ,
2013-05-14,19,cycling,,,00:50:00,,,00:50:00,,,,19.0,,2.0,,,,,,,,,,,,Bullitt cargo,,Heitettiin pojan kanssa kierros vanhankaupunginlahden ympäri muutamilla ekstroilla. Iisisti.,
2013-05-18,,walking,,,01:50:00,,,,01:50:00,,,12.0,,3.0,,,,,,,,,,,,,,Vähintää tuo. Yksi 8 kilometrin marssi Kitai-Gorodista Leninskiy Prospektille. Kartalla Helsingissä sama ku Hakaniemestä Kurviin. Iso on maailma Moskovassa.,
2013-05-19,12,Running,,,01:28:33,,,,01:00:00,00:28:33,,17.456,260.0,3.32,,,,,,,,,,,,Mizuno Aero 9,,"Aamulenkki suuren maailman tyyliin Moskovassa. Piti vaan käydä tunnustelemassa huomista varten, mutta pikku pummin myötä matkaa kertyi aika paljon. Pohkeet melko tohjona loppumatkasta. Hemmetin hyviä polkuja mitä vedellä Moskovajoen rannalla. ",
2013-05-19,12,walking,,,01:50:00,,,,01:50:00,,,12.0,,3.0,,,,,,,,,,,,,,Ja koko iltapäivä kävelyä. Varmaan tuli tuplat. Jalat aivan tohjona illan 4 kilometrin pikamarssin päätteeksi. Huominen lenkki peruttu.,
2013-05-20,,walking,,,01:30:00,,,,01:30:00,,,10.0,,3.0,,,,,,,,,,,,,,Aika pitkiä haikkeja tein vielä. vaikka aamulla tuntui etten pysty kun taksiin nilkuttaa.,
2013-05-21,,cycling,,,01:00:00,,,,01:00:00,,,18.0,,3.0,,,,,,,,,,,,Lapierre MTB,,rauhallista keulimista ja sudittelua vanhankaupunginlahden ympäri.,
2013-05-23,20,Running,,,00:44:47,,,,00:44:47,,,8.577,167.0,3.0,,140,155,,,,,,,,,Mizuno Aero 9,,Aika pitkää päivää ja lyhyttä yötä taas. Jäi ruoatkin syömättä niin tuli noutaja nopeasti. Moskova painoi vielä pohkeissa.,
2013-05-25,12,Orienteering,,,00:52:54,,,,,00:52:54,,6.6,145.0,4.0,,163,182,,,,,,,,,VJ Bold -11,,"Itärastit. Kartat oli jo loppu kun tultiin vajaa tunti alun jälkeen. Piirsin vähän suttuisesti ja sitten vedin ysille kun piti mennä kolmoselle ja sekosin. ~10 min. Sitten vielä toinen. Aika raskas oli askel, mutta paska oli kyllä karttakin. Eksyin täällä myös vuosi sitten.",
2013-05-26,12,cycling,,,01:05:00,,,,01:05:00,,,22.0,,3.0,,,,,,,,,,,,Bullitt cargo,,raju veto laajalahteen. hissutellen kaupungin kautta takas. perillä kevyt muutto,
2013-05-27,18,cycling,,,01:22:07,,,,01:22:07,,,30.261,129.0,3.0,,135,157,,,,,,,,,Bullitt cargo,,Käytiin Unton kanssa Biltemassa. Melko mukava reitti melko mukavassa säässä. Päästeltiin rajusti ja haettiin koko ajan aggressiivista ajolinjaa. Koirankarvoja kopannurkat täys.,
2013-05-28,23,Note,,,,,,,,,,,,,,,,,,,,,,,,,,Valvoin auringonnousuun koko ajan keskittyen. Hyvä harjoitusta yöpätkille.,
2013-05-29,18,Running,,,01:43:23,,,,01:43:23,,,20.467,238.0,3.0,,151,175,,,,,,,,,Mizuno Aero 9,,"Harjoittelin Apsun tapaan tunnin jälkeistä juoksemista. Pohkeet oli kovilla ja kaikinpuolin jäykkää. Kyllä pitäis tehdä ihan kaikkea muuta kuin juosta nylkyttää, vaan ehtiikö.. sykkeet ei kyllä ollu kai noin korkealla. helposti ois menny vielä pidempää, vaan pitäis mennä kovempaa!",
2013-05-31,19,Running,,,00:49:57,,,,00:49:57,,,9.849,93.0,3.0,,143,169,,,,,,,,,Mizuno Aero 9,,"Eestin leirin avausharjoitus. Treenimaastojen katsastusta ja tasotestausta leiriohjelman hienosäädön tueksi. Vaikeaa oli kulku. Jäykkää ja huohottavaa. 

Alla isolla kuormapyörällä ajelua satamien ja majapaikkojen väliä.

<iframe src=""http://ubuntuone.com/2izJ7yX6fR7sgQUtOqoL7w"" width=""420px"" height=""625px""></iframe>",
2013-06-01,10,cycling,,,01:39:24,,,,01:39:24,,,38.032,143.0,3.0,,131,153,,,,,,,,,Bullitt cargo,,Unton aamu-unien verran maisema-ajelua. Hienot oli maisemat. Ajeltiin metsäteillä ja yksityisteilä ihan vaan summan mutikassa. Virossa onni suosii rohkeaa.,
2013-06-01,21,Running,,,00:37:47,,,,,00:37:47,,8.123,101.0,4.0,,155,183,,,,,,,,,Mizuno Aero 9,,"Leirin toinen pääharjoitus. Päivä meni kaupungilla samaan tapaan kuin muilla suomalaisturisteilla. Askel oli alussa siten hieman haparoiva, mutta parani lenkin edetessä. Vedin pari pätkää kovempaa ja aivan hirveältähän se tuntui ja varmasti näytti. Selkään ja hartioihin oli tulla kuolioita kun veri ei kierrä. Tullut istuttua ehkä hieman liikaa ja väärässä asennossa. Upea auringonlasku hotellin parvekkeelta.",
2013-06-02,8,Running,,,00:23:21,,,,00:23:21,,,4.677,29.0,3.0,,144,160,,,,,,,,,Mizuno Aero 9,,Lämmittelyä aamum body massage hierontaan. Hieman oli helpompaa juoksu. Tein välillä voimisteluliikkeitä. Saan vedettyä ehkä kolme leukaa.,
2013-06-02,9,Hieronta - massage,,,01:00:00,,,,01:00:00,,,,,3.0,,,,,,,,,,,,,,Anastasia leipoi body massagen. ,
2013-06-04,18,Orienteering,,,01:23:55,,,,,01:00:00,00:23:55,9.5,239.0,4.29,,169,220,,,,,,,,,VJ Bold -11,,"Rasteilla Espoon Korpilammella. Kuuma päivä ja ihan totinen maasto. Rata oli helppo, mutta silti oli hapuilua. Pitäis saada rutiinit rutiineiksi. Vauhti oli hiljaista alusta asti. Ei taida jukolassa olla letkan keulaan, mutta enköhän mä mukana pysy. Jos ois vähän leudompi kelikin.

http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=164",
2013-06-06,22,Running,,,00:21:36,,,00:21:36,,,,4.133,2.0,2.0,,132,142,,,,,,,,,Lidl orange,,Kevyt iltalenkki. Ei tunnu kevyeltä eikä irtonaiselta.,
2013-06-08,11,Orienteering,,,00:44:19,,,,,00:20:00,00:24:19,5.31,150.0,4.55,,,,,,,,,,,,VJ Bold -11,,Turku-sprintin keskari Kaarinan Kuusistossa. Lämmin keli ja kunnon mukainen kulku. Vedin joka välin kompassilla ja muutenkin reenailin maneereja jukolaan. Ekan pitkän välin peesasin Bertuksia. Toisen pitkän välin olinkin sitten pahasti hapoilla ja lopun hissuttelin miten jaksoin. ,
2013-06-10,6,Running,,,00:51:06,,,,00:51:06,,,9.736,72.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,Aamulenkki diman kanssa. Jäykkää ja jumista menoa. Päälle hyinen dippaus ahvenanmereen.,
2013-06-11,21,Running,,,01:19:55,,,,01:19:55,,,15.129,108.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Juoksua tiellä ja ihan umpimettässä. Jumista on edelleen, mutta mukavasti jaksoin. Hienoa on metsä täällä päin oolantia.",
2013-06-12,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"Reenattu on
",
2013-06-13,,cycling,,,00:55:00,,,00:55:00,,,,22.0,,2.0,,,,,,,,,,,,Bullitt cargo,,Varusteita hakemassa Konalasta. Kokeilin Inoveita. Ehkä teen hankinnan Jukolassa.,
2013-06-14,23,Running,,,00:21:18,,,00:21:18,,,,4.381,1.0,2.0,,136,147,,,,,,,,,Mizuno Aero 9,,"Iltaverryttelyt Kalasataman maastoissa. Ihan hirveältä tuntui jaloissa ja kaikkialla kropassa. Näin retrospektiivisesti päivitettynä voi sanoa, että jukolan juoksu oli edellisillan verryttelyyn nähden aivan eri maailmasta.",
2013-06-16,0,Orienteering,race,,01:26:20,,,,,,01:26:20,13.0,98.0,5.0,,,,,,,,,,,,INOV-8 OROC-280,,"Jukolan viestin 2. osuus. Tarkemmat kommentit domassa. Taas jäi hampaankoloon..

http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=169",
2013-06-18,18,Orienteering,,,00:38:36,,,,00:20:00,00:10:00,00:08:36,5.422,12.0,3.7,,,,,,,,,,,,INOV-8 OROC-280,,"KOmmentit domassa:

http://muuankarski.org/suunnistus/doma/show_map.php?user=markus&map=171",
2013-06-19,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,noro-virus. Erittäin heikkona.,
2013-06-20,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,Toipumista ripulista. Koko talo oksentaa. Kesälomaa parhaimmillaan. ,
2013-06-22,17,Running,,,01:16:09,,,,01:16:09,,,13.844,137.0,3.0,,,,,,,,,,,,INOV-8 OROC-280,,Tuomaksen kanssa toipumislenkki Puusaaresa. Juostiin kaikki klassikkopolut ja karhuhavaintopaikat. Polut umpeutuu ja karhuja ei näkyny. Mukava lenkki. Kulku ei ollut mahataudista järin keventynyt. Selkä makaamisesta jäykkänä.,
2013-06-27,17,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Jooga. Reilu kaksi viikkoa joogaviikon alkuun. Oli pakko aloittaa. Valtaosa pousseista jäi tekemättä, koska en ylettynyt. Myös erilaisia akuutteja äärimmäisiä kiputiloja ilmeni. Keskityn nyt tähän kunnes valmistautuminen syksyn SM-turneehen alkaa.",
2013-06-29,15,cycling,,,01:11:26,,,01:11:26,,,,25.052,253.0,2.0,,122,155,,,,,,,,,Bullitt cargo,,Velipojan ja oman pojan kanssa keskuspuistossa. Käytiin paluumatkalla varustelekassa. Pääsi sivarikin hipelöimään maihareita ja taisteluvöitä.,
2013-07-01,15,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Kivut helpottaneet niin että tohdin palata salille. Heikkoa oli edelleen, mutta askel on jo pidentynyt senttejä.",
2013-07-07,16,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Penkkiurheilua aamupäivä ja iltapäivällä voimistelua. Hyvin meni molemmat. ,
2013-07-09,19,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Iltamysore 3. linjalla. Alkaa vähän antaa liha jo periksi. vielä yksi harjoitus ennen joogaviikkoa eestissä.,
2013-07-12,14,cycling,,,00:54:50,,,,,00:54:50,,28.221,103.0,4.0,,,,,,,,,,,,Bullitt cargo,,"Matkalla Haapsaluun. Muu perhe meni pätkän taksilla, mä lämmittelin Bullittia ennen Läänemaan terviseteetä. Erinomaisesti kulki.",
2013-07-12,16,cycling,,,02:30:00,,,02:30:00,,,,51.206,50.0,2.0,,,,,,,,,,,,Bullitt cargo,,"Läänemaan tervisetee koko porukalla. Cargossa oli painoa lähemmäksi sata kiloa, mutta onneksi korkeuserot olivat minimaaliset. Kannattaa katsoa gps.

<iframe src=""http://ubuntuone.com/66lZ7DRTnbGOHod6P1bPfy"" width=""620"" height=""930""></iframe>",
2013-07-14,7,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,,
2013-07-15,,Yoga,,,00:30:00,,,,00:30:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Kevyttä ylläpitävää voimistelua,
2013-07-16,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Aamuharjoitus. Melko rankkaa.,
2013-07-17,8,cycling,,,00:37:40,,,,,00:37:40,,17.315,42.0,4.0,,,,,,,,,,,,Bullitt cargo,,Tiukempi lepopäivän aamuveto Rohukylän satamaan ja takaisin. Poika nukku ja isä huohotti.,
2013-07-18,7,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Aamuharjoitus. Melko rankkaa.,
2013-07-19,10,cycling,,,04:02:09,,,04:02:09,,,,74.738,156.0,2.0,,,,,,,,,,,,Bullitt cargo,,Haapsalusta Paldiskiin. Bullitt oli kevyttä ja vastatuuli meni läpi kun oli viikko joogattu.,
2013-07-20,12,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Kotijooga. Leirin pöhinöissä jaksaa keskittyä vielä kotonakin.,
2013-07-22,7,Running,,,00:38:58,,,,00:38:58,,,7.563,154.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,AAmulenkki Ekebergille ja takaisin. Näin pitkän juoksutauon jä'lkeen olisi syytä sijoittaa juoksut iltaan ja välttää vuorijuoksua asfaltilla. Tästä tulen kipeäksi. Muuten kulki hyvin ja oli kevyt olo.,
2013-07-24,7,Note,,,,,,,,,,,,,,,,,,,,,,,,,,lihaskivut edelleen melko pahat. Aamujoogan sijaan otin pitkän kuuman suihkun ja nilkutin aamupalalle.,
2013-07-25,22,Running,,,00:42:20,,,,00:30:00,00:12:20,,8.599,167.0,3.29,,,,,,,,,,,,Mizuno Aero 9,,"Iltalenkki meni myöhäiseen, mutta niin ne vaan on koodit kirjoitettava. Sama alku ku maanantaiaamun lenkillä, mutta käänsin Baekkelagetin kautta rantaan ja takaisin. Metsäpoluilla tuntui että mm. Björnar Valstad on varmasti vetänyt tässä vauhtileikittelytyyppistä harjoitusta. Melko isot korkeuserot näillä jaloille, nimittäin palautuminen oli vielä pahasti kesken. Oslon ilta on lämmin >25C.",
2013-08-02,10,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,,,aamupäivän joogaharjoitus viikon laiskottelun päälle. Oikein otti ja tuntui. ,
2013-08-03,21,track cycling,,,00:01:40,,,,,,00:01:40,1.022,1.0,5.0,,172,176,,,,,,,,,Hamlet 44*17,,Velolla enkkoja yrittämässä. tonni paikaltaan 1.40 (katso gps) ja lentävä 400m 30.73. Otin Mäkelänkadulla niin kovat hapot matkalla ettei pystynyt radalla oikein tykittää. Ja joogasta oli takareidet tulessa. Tulevalla viikolla parantamaan aikoja. Mentiin aidan yli salaa.,
2013-08-05,8,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,,
2013-08-06,18,Note,,,,,,,,,,,,,,,,,,,,,,,,,,Illalla punnerruksia ja muita kuntoliikkeitä pihakuntosalilla. Viitsi näitä merkkailla.,
2013-08-07,17,Orienteering,,,01:02:44,,,,,,01:02:44,7.0,168.0,5.0,,178,191,,,,,,,,,INOV-8 OROC-280,,"Aluerastit Vantaalla. Aika rankka keikka. Domat kohta.

http://suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=216",
2013-08-07,19,cycling,,,00:28:00,,,,00:28:00,,,7.3,35.0,3.0,,143,166,,,,,,,,,Bike: Rossano-fixed gear42*16,,Verryttelyt Mellunmäen metrolta kisapaikalle ja takas. Löysin hyvän mettäreitin.,
2013-08-08,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,Pikkukoskella harrastamassa kerroshyppyjä. Punttikatoksella kokeilin penkkienkkoja. 10 vuoden tauon jälkeen ei 80 kiloa enää noussut. Joskus meni pitkiä sarjoja. Enää ei oo siitä virhetreenistä jäljellä kun jäykkä selkä ja liikkuvuusrajoitteiset hartiat/olkapäät. Pari vuotta joogaa ja jäljet voi olla häipyneet.  ,
2013-08-09,10,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Taiteilijajooga aamupäiväunien päätteeksi. Vedin tiukan kaupunkiMTB-Osprintin Annankadulle ja valuin hikeä jo saliin tullessa. Siitä sitten bandhat tiukkoina punnerrusta toisen perään. Hyvä harjoitus.,
2013-08-11,8,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,,,aamu voimistelua annankadulla,
2013-08-11,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"Ilmoittauduin lynxin kansallisiin. <a href=""https://irma.suunnistusliitto.fi/irma/public/competition/entries?id=1204493&reportType=1&competitionClass=H21A&club=0&user="">Kauden ensimmäistä voittoa lähdetään hakemaan</a>",
2013-08-12,17,cycling,,,00:31:57,,,,00:31:57,,,9.689,53.0,3.0,,119,152,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Verryttelyt Paloheinään. Uusi <a href=""http://miketechinfo.com/brooks021-sm.jpg"">Brooks</a> pehmitettävänä, joten painoa polkimilla tavanomaista enemmän. Kevyt hiki pintaan.",
2013-08-12,17,Orienteering,,,00:51:24,,,,,00:11:24,00:40:00,7.0,68.0,4.78,,172,189,,,,,,,,,INOV-8 OROC-280,,"Pahamainen paloheinän viidakko. Käsittämättömiä polkuja, jotka alkavat vahvoina oikeasta paikasta ja häviävät hetkeä myöhemmin saniaisten sekaan. Kaatuneita puita ja maagisia kompassiin vaikuttavia voimia. Kakkoselle vedin hipihiljaa ja varman päälle ja mitä vielä.. Ysillä johdatin Veve:n hävittäjäpilotin rastille ja jätin tossulla. Parempi kulku, pintakaasulla uskomattoman lennokasta. Hana auki tukehtuu. 

Kartta niille, joilla ei vetun domaa feedlyssä tms.
http://www.suunnistus.muuankarski.org/doma/show_map.php?user=markus&map=220",
2013-08-12,19,cycling,,,00:29:22,,,,00:29:22,,,10.013,47.0,3.0,,139,165,,,,,,,,,Bike: Rossano-fixed gear42*16,,Verrryttelyt takaisin. Onneksi oli fiksissä jarru. eilisen joogan väsyttämät takareidet alkoivat jo nikotella alamäissä.,
2013-08-13,,Note,,,,,,,,,,,,,,,,,,,,,,,1,,,"Pidin lepopäivän kun eilen Paloheinän rastien jälkeen oli tuntemuksia alaselässä. Nopea lantion liikkuvuuden lisääntyminen mahdollistaa liian rajut hypyt ja pitkät askeleet, joihin selkä ei ole vielä valmis.",
2013-08-14,10,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Perustekemistä selkää varoen. Ei siinä mitään tuntemuksia. Selän lihakset vähän varuillaan tapahtuneesta. Liikkuvuudessa ei eroja. Vedin matkat bullitilla lämpösukissa ja sandaaleissa. Alan ottamaan tuntumaa jo yösuunnistuskauden varusteisiin.,
2013-08-16,16,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Iltapäiväjooga. AAmujoogan suojajumi oli poissa ja venyvyys hirvitti. Seĺkä ok.,
